SCH_YEAR,CNTYNO,CNTYNAME,DIST_NUMBER,DIST_NAME,SCH_NUMBER,SCH_NAME,SCH_CD,STATE_SCH_ID,NCESID,SPENDING_PER_STDNT,AVG_DAILY_ATTENDANCE,MEMBERSHIP_TOTAL,MEMBERSHIP_MALE_CNT,MEMBERSHIP_MALE_PCT,MEMBERSHIP_FEMALE_CNT,MEMBERSHIP_FEMALE_PCT,MEMBERSHIP_WHITE_CNT,MEMBERSHIP_WHITE_PCT,MEMBERSHIP_BLACK_CNT,MEMBERSHIP_BLACK_PCT,MEMBERSHIP_HISPANIC_CNT,MEMBERSHIP_HISPANIC_PCT,MEMBERSHIP_ASIAN_CNT,MEMBERSHIP_ASIAN_PCT,MEMBERSHIP_AIAN_CNT,MEMBERSHIP_AIAN_PCT,MEMBERSHIP_HAWAIIAN_CNT,MEMBERSHIP_HAWAIIAN_PCT,MEMBERSHIP_TWO_OR_MORE_CNT,MEMBERSHIP_TWO_OR_MORE_PCT,ENROLLMENT_FREE_LUNCH_CNT,ENROLLMENT_FREE_LUNCH_PCT,ENROLLMENT_REDUCED_LUNCH_CNT,ENROLLMENT_REDUCED_LUNCH_PCT,ATTENDANCE_RATE,RETENTION_RATE,DROPOUT_RATE,GRADUATION_RATE,TRANSITION_COLLEGE_INOUT_CNT,TRANSITION_COLLEGE_INOUT_PCT,TRANSITION_COLLEGE_IN_CNT,TRANSITION_COLLEGE_IN_PCT,TRANSITION_COLLEGE_OUT_CNT,TRANSITION_COLLEGE_OUT_PCT,TRANSITION_PARTTIME_CNT,TRANSITION_PARTTIME_PCT,TRANSITION_WORKFORCE_CNT,TRANSITION_WORKFORCE_PCT,TRANSITION_VOCATIONAL_CNT,TRANSITION_VOCATIONAL_PCT,TRANSITION_UNKNOWN_CNT,TRANSITION_UNKNOWN_PCT,TRANSITION_MILITARY_CNT,TRANSITION_MILITARY_PCT,STDNT_TCH_RATIO,FTE_TCH_TOTAL,MALE_FTE_TOTAL,FEMALE_FTE_TOTAL,WHITE_FTE_TOTAL,BLACK_FTE_TOTAL,HISPANIC_FTE_TOTAL,ASIAN_FTE_TOTAL,AIAN_FTE_TOTAL,HAWAIIAN_FTE_TOTAL,TWO_OR_MORE_FTE_TOTAL,RACE_FTE_TOTAL,NATIONAL_BOARD_CERT_TCH_CNT,PCT_CLS_NOT_HQ_TCH,AVG_YRS_TCH_EXP,PROF_QUAL_BA_PCT,PROF_QUAL_MA_PCT,PROF_QUAL_RANK1_PCT,PROF_QUAL_SPECIALIST_PCT,PROF_QUAL_DOCTORATE_PCT,PROF_QUAL_TCH_PCT,TCH_PROV_CERT_PCT,STDNT_COMP_RATIO,COMPUTER_5YR_OLD_PCT,PT_CONFERENCE,SBDM_VOTE,PARENTS_ON_COUNCIL,VOLUNTEER_HRS,COOP,COOP_CODE
20162017,102,ROCKCASTLE,511,Rockcastle County,320,Roundstone Elementary School,511320,102511320,210507001253,"$10,023",235.07,247,118,47.8%,129,52.2%,238,96.4%,0,0.0%,6,2.4%,0,0.0%,0,0.0%,0,0.0%,3,1.2%,174,70.4%,12,4.9%,95.3%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13:1,19.00,3.00,16.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,0,0.0%,12.4,21.1%,47.4%,31.6%,0.0%,0.0%,100.0%,0.0%,2.4:1,100%,280,3,2,720,SESC,907
20162017,102,ROCKCASTLE,511,Rockcastle County,,---District Total---,511,,,"$10,939","2,565.11","2,711","1,358",50.1%,"1,353",49.9%,"2,634",97.2%,17,0.6%,30,1.1%,5,0.2%,3,0.1%,0,0.0%,22,0.8%,"1,769",65.3%,139,5.1%,93.8%,0.0%,0.1%,N/A,64,35.6%,64,35.6%,N/A,0.0%,20,11.1%,65,36.1%,7,3.9%,21,11.7%,3,1.7%,14:1,188.00,45.00,143.00,188.00,0.00,0.00,0.00,0.00,0.00,0.00,188.00,2,0.0%,12.7,18.7%,33.7%,47.1%,0.5%,0.0%,100.0%,0.0%,2.7:1,100%,"1,903",101,10,"5,100",SESC,907
20162017,103,ROWAN,515,Rowan County,132,Bluegrass Discovery Academy High,515132,103515132,210510002342,"$6,470",15.47,17,15,88.2%,2,11.8%,15,88.2%,2,11.8%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,14,82.4%,0,0.0%,82.4%,N/A,N/A,N/A,0,0.0%,N/A,0.0%,N/A,0.0%,N/A,0.0%,1,16.7%,N/A,0.0%,5,83.3%,N/A,0.0%,17:1,1.00,1.00,.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0,0.0%,9,0.0%,100.0%,0.0%,0.0%,0.0%,100.0%,0.0%,.8:1,100%,18,,,72,KEDC,903
20162017,103,ROWAN,515,Rowan County,133,Bluegrass Discovery Academy Middle,515133,103515133,210510002336,"$6,470",14.,16,14,87.5%,2,12.5%,13,81.3%,0,0.0%,2,12.5%,0,0.0%,0,0.0%,0,0.0%,1,6.3%,16,100.0%,0,0.0%,86.3%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8:1,2.00,1.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0,0.0%,0,50.0%,50.0%,0.0%,0.0%,0.0%,100.0%,0.0%,.7:1,100%,16,,,254,KEDC,903
20162017,103,ROWAN,515,Rowan County,040,Clearfield Elementary School,515040,103515040,210510001254,"$9,355",301.85,322,160,49.7%,162,50.3%,314,97.5%,0,0.0%,3,0.9%,0,0.0%,0,0.0%,0,0.0%,5,1.6%,251,78.0%,12,3.7%,94.4%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,24.00,2.00,22.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,1,0.0%,11.5,29.4%,47.1%,17.6%,5.9%,0.0%,100.0%,0.0%,2.8:1,100%,140,30,4,175,KEDC,903
20162017,103,ROWAN,515,Rowan County,043,McBrayer Elementary School,515043,103515043,210510002016,"$8,341",520.61,538,270,50.2%,268,49.8%,491,91.3%,8,1.5%,15,2.8%,11,2.0%,0,0.0%,0,0.0%,13,2.4%,289,53.7%,18,3.3%,95.5%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,36.00,1.00,35.00,36.00,0.00,0.00,0.00,0.00,0.00,0.00,36.00,3,0.0%,11.1,37.0%,48.1%,14.8%,0.0%,0.0%,100.0%,0.0%,1.9:1,100%,287,12,10,"1,323",KEDC,903
20162017,103,ROWAN,515,Rowan County,130,Morehead Youth Development Center,515130,103515130,210510001258,"$26,357",6.82,6,0,0.0%,6,100.0%,5,83.3%,1,16.7%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,2,33.3%,0,0.0%,98.0%,N/A,N/A,N/A,1,50.0%,1,50.0%,N/A,0.0%,N/A,0.0%,N/A,0.0%,N/A,0.0%,1,50.0%,N/A,0.0%,6:1,1.00,.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,0.0%,11,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%,.1:1,100%,14,,,5,KEDC,903
20162017,103,ROWAN,515,Rowan County,250,Rodburn Elementary School,515250,103515250,210510000787,"$9,603",405.22,426,220,51.6%,206,48.4%,404,94.8%,7,1.6%,6,1.4%,2,0.5%,0,0.0%,0,0.0%,7,1.6%,299,70.2%,19,4.5%,94.4%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,31.00,3.00,28.00,31.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,0,0.0%,14.8,33.3%,38.1%,28.6%,0.0%,0.0%,100.0%,0.0%,2.3:1,100%,45,20,2,617,KEDC,903
20162017,103,ROWAN,515,Rowan County,210,Rowan County Middle School,515210,103515210,210510001478,"$8,551",633.89,667,354,53.1%,313,46.9%,612,91.8%,14,2.1%,14,2.1%,13,1.9%,1,0.1%,0,0.0%,13,1.9%,400,60.0%,39,5.8%,94.6%,0.5%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19:1,39.00,11.00,28.00,38.00,0.00,0.00,1.00,0.00,0.00,0.00,39.00,0,0.0%,15.7,14.7%,61.8%,23.5%,0.0%,0.0%,100.0%,0.0%,2.6:1,100%,280,86,2,"1,450",KEDC,903
20162017,103,ROWAN,515,Rowan County,180,Rowan County Senior High School,515180,103515180,210510001260,"$8,441",846.37,892,443,49.7%,449,50.3%,833,93.4%,13,1.5%,19,2.1%,13,1.5%,1,0.1%,1,0.1%,12,1.3%,466,52.2%,30,3.4%,93.1%,1.5%,0.3%,N/A,156,71.6%,156,71.6%,N/A,0.0%,13,6.0%,37,17.0%,8,3.7%,N/A,0.0%,4,1.8%,19:1,51.00,25.00,26.00,49.00,0.00,1.00,1.00,0.00,0.00,0.00,51.00,3,0.0%,13.2,21.3%,36.2%,42.6%,0.0%,0.0%,100.0%,2.0%,2.7:1,100%,432,288,11,"1,065",KEDC,903
20162017,103,ROWAN,515,Rowan County,131,Sunrise Children's Services - Morehead,515131,103515131,210510002300,"$11,172",10.76,12,0,0.0%,12,100.0%,7,58.3%,3,25.0%,1,8.3%,0,0.0%,1,8.3%,0,0.0%,0,0.0%,11,91.7%,0,0.0%,97.9%,N/A,N/A,N/A,0,0.0%,N/A,0.0%,N/A,0.0%,N/A,0.0%,1,100.0%,N/A,0.0%,N/A,0.0%,N/A,0.0%,12:1,1.00,.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,0.0%,16,0.0%,100.0%,0.0%,0.0%,0.0%,100.0%,0.0%,.7:1,100%,3,,,0,KEDC,903
20162017,103,ROWAN,515,Rowan County,200,Tilden Hogge Elementary School,515200,103515200,210510001261,"$11,052",198.41,208,111,53.4%,97,46.6%,198,95.2%,3,1.4%,0,0.0%,0,0.0%,1,0.5%,0,0.0%,6,2.9%,122,58.7%,13,6.3%,94.7%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12:1,23.00,3.00,20.00,21.00,2.00,0.00,0.00,0.00,0.00,0.00,23.00,3,0.0%,14,15.4%,53.8%,30.8%,0.0%,0.0%,100.0%,0.0%,2.8:1,100%,52,73,12,"2,000",KEDC,903
20162017,103,ROWAN,515,Rowan County,,---District Total---,515,,,"$10,643","2,953.4","3,104","1,587",51.1%,"1,517",48.9%,"2,892",93.2%,51,1.6%,60,1.9%,39,1.3%,4,0.1%,1,0.0%,57,1.8%,"1,870",60.2%,131,4.2%,94.2%,0.9%,0.2%,N/A,156,71.6%,156,71.6%,N/A,0.0%,13,6.0%,37,17.0%,8,3.7%,N/A,0.0%,4,1.8%,16:1,192.00,40.00,152.00,188.00,2.00,1.00,1.00,0.00,0.00,0.00,192.00,12,0.0%,13.3,25.4%,46.7%,27.2%,0.6%,0.0%,100.0%,0.6%,2.3:1,100%,"1,287",509,41,"6,961",KEDC,903
20162017,104,RUSSELL,521,Russell County,140,Jamestown Elementary School,521140,104521140,210516001263,"$11,111",464.83,488,262,53.7%,226,46.3%,422,86.5%,0,0.0%,46,9.4%,6,1.2%,0,0.0%,0,0.0%,14,2.9%,363,74.4%,21,4.3%,95.7%,0.7%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,34.00,4.00,30.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,34.00,0,0.0%,15.1,25.7%,48.6%,25.7%,0.0%,0.0%,100.0%,0.0%,1.7:1,100%,465,46,3,276,GRREC,902
20162017,104,RUSSELL,521,Russell County,240,Russell County High School,521240,104521240,210516001265,"$10,760",790.52,835,437,52.3%,398,47.7%,784,93.9%,13,1.6%,30,3.6%,3,0.4%,1,0.1%,2,0.2%,2,0.2%,512,61.3%,36,4.3%,93.3%,0.5%,0.7%,N/A,80,43.5%,74,40.2%,6,3.3%,32,17.4%,62,33.7%,5,2.7%,1,0.5%,4,2.2%,15:1,58.00,23.00,35.00,58.00,0.00,0.00,0.00,0.00,0.00,0.00,58.00,3,0.0%,12.1,11.3%,34.0%,54.7%,0.0%,0.0%,100.0%,1.7%,1.9:1,100%,700,38,12,"7,000",GRREC,902
20162017,104,RUSSELL,521,Russell County,260,Russell County Middle School,521260,104521260,210516001599,"$10,298",604.74,631,332,52.6%,299,47.4%,573,90.8%,8,1.3%,39,6.2%,4,0.6%,1,0.2%,0,0.0%,6,1.0%,385,61.0%,31,4.9%,94.7%,0.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,42.00,8.00,34.00,42.00,0.00,0.00,0.00,0.00,0.00,0.00,42.00,0,0.0%,12.8,2.0%,34.7%,59.2%,4.1%,0.0%,100.0%,0.0%,1.1:1,100%,670,20,10,195,GRREC,902
20162017,104,RUSSELL,521,Russell County,230,Russell Springs Elementary School,521230,104521230,210516001264,"$10,311",663.41,696,357,51.3%,339,48.7%,578,83.0%,3,0.4%,96,13.8%,6,0.9%,0,0.0%,6,0.9%,7,1.0%,514,73.9%,19,2.7%,95.4%,0.9%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,44.00,3.00,41.00,44.00,0.00,0.00,0.00,0.00,0.00,0.00,44.00,0,0.0%,14.9,24.4%,26.8%,48.8%,0.0%,0.0%,100.0%,0.0%,2.2:1,100%,652,22,3,260,GRREC,902
20162017,104,RUSSELL,521,Russell County,250,Salem Elementary School,521250,104521250,210516001266,"$11,812",294.11,312,165,52.9%,147,47.1%,266,85.3%,1,0.3%,35,11.2%,6,1.9%,1,0.3%,0,0.0%,3,1.0%,222,71.2%,12,3.8%,95.8%,2.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,26.00,3.00,23.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,0,0.0%,15,30.8%,26.9%,42.3%,0.0%,0.0%,100.0%,0.0%,1.9:1,100%,47,11,4,330,GRREC,902
20162017,104,RUSSELL,521,Russell County,,---District Total---,521,,,"$10,818","2,817.6","2,962","1,553",52.4%,"1,409",47.6%,"2,623",88.6%,25,0.8%,246,8.3%,25,0.8%,3,0.1%,8,0.3%,32,1.1%,"1,996",67.4%,119,4.0%,94.8%,0.5%,0.5%,N/A,80,43.5%,74,40.2%,6,3.3%,32,17.4%,62,33.7%,5,2.7%,1,0.5%,4,2.2%,15:1,190.00,39.00,151.00,190.00,0.00,0.00,0.00,0.00,0.00,0.00,190.00,3,0.0%,13.5,16.7%,34.3%,48.0%,1.0%,0.0%,100.0%,0.5%,1.6:1,100%,"2,534",137,32,"8,061",GRREC,902
20162017,045,GREENUP,522,Russell Independent,050,Russell High School,522050,045522050,210513001272,"$10,747",599.55,613,325,53.0%,288,47.0%,578,94.3%,1,0.2%,8,1.3%,14,2.3%,0,0.0%,0,0.0%,12,2.0%,210,34.3%,30,4.9%,95.6%,0.2%,0.8%,N/A,107,70.4%,85,55.9%,22,14.5%,4,2.6%,28,18.4%,N/A,0.0%,7,4.6%,6,4.0%,16:1,41.00,21.00,20.00,39.00,0.00,2.00,0.00,0.00,0.00,0.00,41.00,2,0.0%,18.7,13.5%,51.4%,32.4%,0.0%,2.7%,100.0%,0.0%,1.5:1,100%,185,16,5,155,KEDC,903
20162017,045,GREENUP,522,Russell Independent,060,Russell Middle School,522060,045522060,210513001273,"$9,170",528.37,547,281,51.4%,266,48.6%,521,95.2%,3,0.5%,5,0.9%,4,0.7%,0,0.0%,0,0.0%,14,2.6%,233,42.6%,22,4.0%,95.9%,0.9%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,34.00,11.00,23.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,34.00,8,0.0%,15.4,12.1%,54.5%,30.3%,3.0%,0.0%,100.0%,0.0%,1.8:1,100%,197,6,6,"1,100",KEDC,903
20162017,045,GREENUP,522,Russell Independent,011,Russell Primary School,522011,045522011,210513001626,"$10,792",497.49,519,283,54.5%,236,45.5%,479,92.3%,8,1.5%,7,1.3%,11,2.1%,3,0.6%,0,0.0%,11,2.1%,259,49.9%,19,3.7%,95.4%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,35.00,1.00,34.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,1,0.0%,12,37.0%,55.6%,7.4%,0.0%,0.0%,100.0%,0.0%,2:1,100%,503,41,2,"7,465",KEDC,903
20162017,045,GREENUP,522,Russell Independent,030,Russell-McDowell Intermediate School,522030,045522030,210513001270,"$9,021",494.17,513,244,47.6%,269,52.4%,475,92.6%,2,0.4%,7,1.4%,7,1.4%,0,0.0%,0,0.0%,22,4.3%,243,47.4%,23,4.5%,96.3%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18:1,29.00,6.00,23.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,29.00,5,0.0%,15.3,25.0%,58.3%,16.7%,0.0%,0.0%,100.0%,0.0%,2:1,100%,312,81,2,"1,264",KEDC,903
20162017,045,GREENUP,522,Russell Independent,,---District Total---,522,,,"$10,139","2,119.59","2,192","1,133",51.7%,"1,059",48.3%,"2,053",93.7%,14,0.6%,27,1.2%,36,1.6%,3,0.1%,0,0.0%,59,2.7%,945,43.1%,94,4.3%,95.8%,0.4%,0.5%,N/A,107,70.4%,85,55.9%,22,14.5%,4,2.6%,28,18.4%,N/A,0.0%,7,4.6%,6,4.0%,16:1,134.00,35.00,99.00,132.00,0.00,2.00,0.00,0.00,0.00,0.00,134.00,12,0.0%,15.6,20.7%,54.5%,23.1%,0.8%,0.8%,100.0%,0.0%,1.8:1,100%,"1,197",144,15,"9,984",KEDC,903
20162017,071,LOGAN,523,Russellville Independent,025,R E Stevenson Elementary School,523025,071523025,210519001274,"$12,527",430.12,454,234,51.5%,220,48.5%,236,52.0%,105,23.1%,47,10.4%,2,0.4%,4,0.9%,0,0.0%,60,13.2%,346,76.2%,12,2.6%,95.1%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13:1,36.00,3.00,33.00,35.00,1.00,0.00,0.00,0.00,0.00,0.00,36.00,2,0.0%,6.3,42.9%,51.4%,5.7%,0.0%,0.0%,100.0%,5.7%,.6:1,100%,208,93,2,"21,050",GRREC,902
20162017,071,LOGAN,523,Russellville Independent,030,Russellville Junior/Senior High School,523030,071523030,210519001275,"$11,485",524.43,574,293,51.0%,281,49.0%,330,57.5%,137,23.9%,47,8.2%,7,1.2%,1,0.2%,0,0.0%,52,9.1%,377,65.7%,28,4.9%,93.2%,0.4%,1.6%,N/A,21,42.9%,19,38.8%,2,4.1%,2,4.1%,13,26.5%,8,16.3%,3,6.1%,2,4.1%,16:1,37.00,14.00,23.00,35.00,2.00,0.00,0.00,0.00,0.00,0.00,37.00,3,0.0%,7,34.8%,41.3%,17.4%,6.5%,0.0%,100.0%,3.9%,1:1,100%,197,96,3,650,GRREC,902
20162017,071,LOGAN,523,Russellville Independent,,---District Total---,523,,,"$11,971",954.55,"1,028",527,51.3%,501,48.7%,566,55.1%,242,23.5%,94,9.1%,9,0.9%,5,0.5%,0,0.0%,112,10.9%,723,70.3%,40,3.9%,94.0%,0.3%,1.8%,N/A,21,42.9%,19,38.8%,2,4.1%,2,4.1%,13,26.5%,8,16.3%,3,6.1%,2,4.1%,14:1,71.00,17.00,54.00,68.00,3.00,0.00,0.00,0.00,0.00,0.00,71.00,2,0.0%,6.6,38.3%,45.7%,12.3%,3.7%,0.0%,100.0%,4.7%,.7:1,100%,405,189,5,"21,700",GRREC,902
20162017,100,PULASKI,524,Science Hill Independent,010,Science Hill Elementary School,524010,100524010,210522001277,"$11,283",351.66,409,208,50.9%,201,49.1%,380,92.9%,2,0.5%,17,4.2%,5,1.2%,0,0.0%,0,0.0%,5,1.2%,210,51.3%,24,5.9%,95.6%,2.6%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18:1,24.00,2.00,22.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,0,0.0%,15,23.1%,30.8%,46.2%,0.0%,0.0%,100.0%,0.0%,2.4:1,100%,406,0,0,"8,004",SESC,907
20162017,100,PULASKI,524,Science Hill Independent,,---District Total---,524,,,"$10,443",351.66,409,208,50.9%,201,49.1%,380,92.9%,2,0.5%,17,4.2%,5,1.2%,0,0.0%,0,0.0%,5,1.2%,210,51.3%,24,5.9%,95.6%,2.6%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,24.00,2.00,22.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,,0.0%,15,23.1%,30.8%,46.2%,0.0%,0.0%,100.0%,0.0%,2.4:1,100%,406,0,0,"8,004",SESC,907
20162017,105,SCOTT,525,Scott County,012,Anne Mason Elementary School,525012,105525012,210526001942,"$10,291",616.74,645,330,51.2%,315,48.8%,475,73.6%,53,8.2%,58,9.0%,13,2.0%,1,0.2%,2,0.3%,43,6.7%,312,48.4%,19,2.9%,95.5%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,47.00,2.00,45.00,47.00,0.00,0.00,0.00,0.00,0.00,0.00,47.00,4,0.0%,11.7,12.5%,53.1%,34.4%,0.0%,0.0%,100.0%,0.0%,1.7:1,100%,510,3,3,"4,434",CKEC,901
20162017,105,SCOTT,525,Scott County,005,Cardinal Academy,525005,105525005,,"$11,547",61.45,109,64,58.7%,45,41.3%,75,68.8%,19,17.4%,10,9.2%,0,0.0%,0,0.0%,0,0.0%,5,4.6%,74,67.9%,3,2.8%,78.6%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,36:1,3.00,2.00,1.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,0,0.0%,8.2,0.0%,57.1%,28.6%,14.3%,0.0%,100.0%,0.0%,1.1:1,100%,83,,,0,CKEC,901
20162017,105,SCOTT,525,Scott County,010,Eastern Elementary School,525010,105525010,210526001278,"$9,337",525.65,554,284,51.3%,270,48.7%,419,75.6%,30,5.4%,67,12.1%,14,2.5%,0,0.0%,1,0.2%,23,4.2%,215,38.8%,10,1.8%,95.9%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,36.00,.00,36.00,35.00,0.00,1.00,0.00,0.00,0.00,0.00,36.00,2,0.0%,11.2,16.1%,61.3%,22.6%,0.0%,0.0%,100.0%,0.0%,2.5:1,100%,508,30,2,"3,422",CKEC,901
20162017,105,SCOTT,525,Scott County,044,Elkhorn Crossing School,525044,105525044,210526002301,,,876,352,40.2%,524,59.8%,790,90.2%,26,3.0%,42,4.8%,7,0.8%,0,0.0%,0,0.0%,11,1.3%,,0.0%,,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0:1,22.00,5.00,17.00,21.00,0.00,0.00,0.00,0.00,0.00,1.00,22.00,0,0.0%,12,11.1%,55.6%,27.8%,0.0%,5.6%,100.0%,0.0%,0:1,100%,150,,,"2,160",CKEC,901
20162017,105,SCOTT,525,Scott County,015,Garth Elementary School,525015,105525015,210526001279,"$10,519",418.99,442,222,50.2%,220,49.8%,347,78.5%,36,8.1%,31,7.0%,4,0.9%,0,0.0%,1,0.2%,23,5.2%,276,62.4%,12,2.7%,95.6%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,33.00,3.00,30.00,32.00,1.00,0.00,0.00,0.00,0.00,0.00,33.00,1,0.0%,8.4,33.3%,50.0%,16.7%,0.0%,0.0%,100.0%,0.0%,1.4:1,100%,396,25,2,"1,039",CKEC,901
20162017,105,SCOTT,525,Scott County,018,Georgetown Middle School,525018,105525018,210526001280,"$10,837",434.86,461,224,48.6%,237,51.4%,320,69.4%,60,13.0%,44,9.5%,2,0.4%,4,0.9%,0,0.0%,31,6.7%,257,55.7%,21,4.6%,93.9%,0.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,33.00,6.00,27.00,30.00,3.00,0.00,0.00,0.00,0.00,0.00,33.00,3,0.0%,10.9,36.7%,33.3%,23.3%,3.3%,3.3%,100.0%,0.0%,1.3:1,100%,457,15,2,"6,216",CKEC,901
20162017,105,SCOTT,525,Scott County,014,Lemons Mill Elementary School,525014,105525014,210526002349,"$9,427",639.76,674,333,49.4%,341,50.6%,510,75.7%,42,6.2%,82,12.2%,1,0.1%,0,0.0%,6,0.9%,33,4.9%,219,32.5%,24,3.6%,96.6%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,40.00,.00,40.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,5,0.0%,7.3,42.9%,34.3%,22.9%,0.0%,0.0%,100.0%,0.0%,1.6:1,100%,635,30,2,"13,252",CKEC,901
20162017,105,SCOTT,525,Scott County,035,Northern Elementary School,525035,105525035,210526001687,"$10,038",381.03,395,204,51.6%,191,48.4%,372,94.2%,3,0.8%,7,1.8%,2,0.5%,1,0.3%,1,0.3%,9,2.3%,156,39.5%,13,3.3%,95.7%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,28.00,.00,28.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,1,0.0%,11.5,19.0%,47.6%,33.3%,0.0%,0.0%,100.0%,0.0%,1.7:1,100%,401,15,6,"1,775",CKEC,901
